,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2344829,1947-06-01,21.244,0.5920000000000001,Florence,Italy,44.20N,11.18E
2344830,1947-07-01,23.882,0.487,Florence,Italy,44.20N,11.18E
2344831,1947-08-01,23.541999999999998,0.7609999999999999,Florence,Italy,44.20N,11.18E
2344832,1947-09-01,19.55,0.385,Florence,Italy,44.20N,11.18E
2344833,1947-10-01,12.499,0.855,Florence,Italy,44.20N,11.18E
2344834,1947-11-01,8.475,1.4409999999999998,Florence,Italy,44.20N,11.18E
2344835,1947-12-01,3.459,0.363,Florence,Italy,44.20N,11.18E
2344836,1948-01-01,5.1960000000000015,0.909,Florence,Italy,44.20N,11.18E
2344837,1948-02-01,3.658,0.67,Florence,Italy,44.20N,11.18E
2344838,1948-03-01,9.343,0.456,Florence,Italy,44.20N,11.18E
2344839,1948-04-01,11.498,0.523,Florence,Italy,44.20N,11.18E
2344840,1948-05-01,15.863,0.74,Florence,Italy,44.20N,11.18E
2344841,1948-06-01,18.383,1.156,Florence,Italy,44.20N,11.18E
2344842,1948-07-01,19.672,0.436,Florence,Italy,44.20N,11.18E
2344843,1948-08-01,21.544,0.222,Florence,Italy,44.20N,11.18E
2344844,1948-09-01,18.28,0.46,Florence,Italy,44.20N,11.18E
2344845,1948-10-01,13.75,1.507,Florence,Italy,44.20N,11.18E
2344846,1948-11-01,8.328,0.982,Florence,Italy,44.20N,11.18E
2344847,1948-12-01,3.303,0.957,Florence,Italy,44.20N,11.18E
2344848,1949-01-01,4.6110000000000015,0.706,Florence,Italy,44.20N,11.18E
2344849,1949-02-01,4.9030000000000005,0.511,Florence,Italy,44.20N,11.18E
2344850,1949-03-01,5.297999999999999,0.701,Florence,Italy,44.20N,11.18E
2344851,1949-04-01,12.669,0.373,Florence,Italy,44.20N,11.18E
2344852,1949-05-01,14.534,0.371,Florence,Italy,44.20N,11.18E
2344853,1949-06-01,18.827,0.163,Florence,Italy,44.20N,11.18E
2344854,1949-07-01,22.27,0.376,Florence,Italy,44.20N,11.18E
2344855,1949-08-01,21.680999999999997,0.322,Florence,Italy,44.20N,11.18E
2344856,1949-09-01,19.992,0.434,Florence,Italy,44.20N,11.18E
2344857,1949-10-01,14.362,0.494,Florence,Italy,44.20N,11.18E
2344858,1949-11-01,8.225,0.655,Florence,Italy,44.20N,11.18E
2344859,1949-12-01,4.338,0.836,Florence,Italy,44.20N,11.18E
2344860,1950-01-01,2.261,0.5479999999999999,Florence,Italy,44.20N,11.18E
2344861,1950-02-01,6.016,0.27,Florence,Italy,44.20N,11.18E
2344862,1950-03-01,8.748,0.285,Florence,Italy,44.20N,11.18E
2344863,1950-04-01,10.076,0.292,Florence,Italy,44.20N,11.18E
2344864,1950-05-01,16.441,0.315,Florence,Italy,44.20N,11.18E
2344865,1950-06-01,21.345,0.433,Florence,Italy,44.20N,11.18E
2344866,1950-07-01,24.715,0.486,Florence,Italy,44.20N,11.18E
2344867,1950-08-01,22.756,0.35,Florence,Italy,44.20N,11.18E
2344868,1950-09-01,18.186,0.396,Florence,Italy,44.20N,11.18E
2344869,1950-10-01,13.115,0.665,Florence,Italy,44.20N,11.18E
2344870,1950-11-01,7.669,0.7140000000000001,Florence,Italy,44.20N,11.18E
2344871,1950-12-01,4.029,0.5720000000000001,Florence,Italy,44.20N,11.18E
2344872,1951-01-01,5.127000000000002,0.705,Florence,Italy,44.20N,11.18E
2344873,1951-02-01,6.472,0.4320000000000001,Florence,Italy,44.20N,11.18E
2344874,1951-03-01,6.596,0.369,Florence,Italy,44.20N,11.18E
2344875,1951-04-01,10.499,0.329,Florence,Italy,44.20N,11.18E
2344876,1951-05-01,14.008,0.5539999999999999,Florence,Italy,44.20N,11.18E
2344877,1951-06-01,19.428,0.519,Florence,Italy,44.20N,11.18E
2344878,1951-07-01,21.394,0.3720000000000001,Florence,Italy,44.20N,11.18E
2344879,1951-08-01,22.049,0.354,Florence,Italy,44.20N,11.18E
2344880,1951-09-01,19.748,0.379,Florence,Italy,44.20N,11.18E
2344881,1951-10-01,11.648,0.578,Florence,Italy,44.20N,11.18E
2344882,1951-11-01,9.679,0.524,Florence,Italy,44.20N,11.18E
2344883,1951-12-01,4.4,0.628,Florence,Italy,44.20N,11.18E
2344884,1952-01-01,2.3469999999999995,0.675,Florence,Italy,44.20N,11.18E
2344885,1952-02-01,2.8790000000000004,0.537,Florence,Italy,44.20N,11.18E
2344886,1952-03-01,6.817,0.263,Florence,Italy,44.20N,11.18E
2344887,1952-04-01,12.427,0.396,Florence,Italy,44.20N,11.18E
2344888,1952-05-01,15.466,0.378,Florence,Italy,44.20N,11.18E
2344889,1952-06-01,21.061999999999998,0.596,Florence,Italy,44.20N,11.18E
2344890,1952-07-01,24.306,0.326,Florence,Italy,44.20N,11.18E
2344891,1952-08-01,22.74,0.411,Florence,Italy,44.20N,11.18E
2344892,1952-09-01,16.895000000000003,0.274,Florence,Italy,44.20N,11.18E
2344893,1952-10-01,12.462000000000002,0.449,Florence,Italy,44.20N,11.18E
2344894,1952-11-01,6.504,0.732,Florence,Italy,44.20N,11.18E
2344895,1952-12-01,3.977,0.5670000000000001,Florence,Italy,44.20N,11.18E
2344896,1953-01-01,1.6879999999999995,0.747,Florence,Italy,44.20N,11.18E
2344897,1953-02-01,2.96,0.345,Florence,Italy,44.20N,11.18E
2344898,1953-03-01,7.08,0.439,Florence,Italy,44.20N,11.18E
2344899,1953-04-01,11.737,0.095,Florence,Italy,44.20N,11.18E
2344900,1953-05-01,16.015,0.228,Florence,Italy,44.20N,11.18E
2344901,1953-06-01,17.703,0.546,Florence,Italy,44.20N,11.18E
2344902,1953-07-01,22.13,0.5920000000000001,Florence,Italy,44.20N,11.18E
2344903,1953-08-01,21.169,0.403,Florence,Italy,44.20N,11.18E
2344904,1953-09-01,18.858,0.241,Florence,Italy,44.20N,11.18E
2344905,1953-10-01,14.298,0.545,Florence,Italy,44.20N,11.18E
2344906,1953-11-01,7.6549999999999985,0.688,Florence,Italy,44.20N,11.18E
2344907,1953-12-01,6.2829999999999995,0.809,Florence,Italy,44.20N,11.18E
2344908,1954-01-01,0.32799999999999985,0.6920000000000001,Florence,Italy,44.20N,11.18E
2344909,1954-02-01,1.5050000000000003,0.654,Florence,Italy,44.20N,11.18E
2344910,1954-03-01,8.285,0.359,Florence,Italy,44.20N,11.18E
2344911,1954-04-01,9.602,0.213,Florence,Italy,44.20N,11.18E
2344912,1954-05-01,13.847000000000001,0.252,Florence,Italy,44.20N,11.18E
2344913,1954-06-01,19.519,0.17600000000000002,Florence,Italy,44.20N,11.18E
2344914,1954-07-01,20.234,0.525,Florence,Italy,44.20N,11.18E
2344915,1954-08-01,19.882,0.433,Florence,Italy,44.20N,11.18E
2344916,1954-09-01,18.983,0.531,Florence,Italy,44.20N,11.18E
2344917,1954-10-01,12.387,0.589,Florence,Italy,44.20N,11.18E
2344918,1954-11-01,7.758999999999999,0.685,Florence,Italy,44.20N,11.18E
2344919,1954-12-01,5.699,0.983,Florence,Italy,44.20N,11.18E
2344920,1955-01-01,5.273999999999999,0.341,Florence,Italy,44.20N,11.18E
2344921,1955-02-01,5.251,0.578,Florence,Italy,44.20N,11.18E
2344922,1955-03-01,5.447,0.31,Florence,Italy,44.20N,11.18E
2344923,1955-04-01,10.213,0.471,Florence,Italy,44.20N,11.18E
2344924,1955-05-01,14.664,0.211,Florence,Italy,44.20N,11.18E
2344925,1955-06-01,18.874,0.45,Florence,Italy,44.20N,11.18E
2344926,1955-07-01,21.971,0.279,Florence,Italy,44.20N,11.18E
2344927,1955-08-01,20.28,0.35600000000000004,Florence,Italy,44.20N,11.18E
2344928,1955-09-01,17.313000000000002,0.396,Florence,Italy,44.20N,11.18E
2344929,1955-10-01,12.229000000000001,0.585,Florence,Italy,44.20N,11.18E
2344930,1955-11-01,7.027,0.608,Florence,Italy,44.20N,11.18E
2344931,1955-12-01,5.831,0.493,Florence,Italy,44.20N,11.18E
2344932,1956-01-01,4.01,0.644,Florence,Italy,44.20N,11.18E
2344933,1956-02-01,-2.207,0.274,Florence,Italy,44.20N,11.18E
2344934,1956-03-01,5.3389999999999995,0.342,Florence,Italy,44.20N,11.18E
2344935,1956-04-01,8.937000000000003,0.322,Florence,Italy,44.20N,11.18E
2344936,1956-05-01,15.459,0.244,Florence,Italy,44.20N,11.18E
2344937,1956-06-01,17.339000000000002,0.488,Florence,Italy,44.20N,11.18E
2344938,1956-07-01,21.742,0.245,Florence,Italy,44.20N,11.18E
2344939,1956-08-01,22.12,0.43,Florence,Italy,44.20N,11.18E
2344940,1956-09-01,18.864,0.515,Florence,Italy,44.20N,11.18E
2344941,1956-10-01,12.057,0.41,Florence,Italy,44.20N,11.18E
2344942,1956-11-01,6.132999999999999,0.464,Florence,Italy,44.20N,11.18E
2344943,1956-12-01,3.2920000000000003,0.3,Florence,Italy,44.20N,11.18E
2344944,1957-01-01,2.655,0.49,Florence,Italy,44.20N,11.18E
2344945,1957-02-01,6.385,0.343,Florence,Italy,44.20N,11.18E
2344946,1957-03-01,8.419,0.348,Florence,Italy,44.20N,11.18E
2344947,1957-04-01,10.219,0.309,Florence,Italy,44.20N,11.18E
2344948,1957-05-01,12.974,0.403,Florence,Italy,44.20N,11.18E
2344949,1957-06-01,19.448,0.628,Florence,Italy,44.20N,11.18E
2344950,1957-07-01,21.878,0.603,Florence,Italy,44.20N,11.18E
2344951,1957-08-01,21.057,0.893,Florence,Italy,44.20N,11.18E
2344952,1957-09-01,17.538,0.72,Florence,Italy,44.20N,11.18E
2344953,1957-10-01,13.017000000000001,0.573,Florence,Italy,44.20N,11.18E
2344954,1957-11-01,8.927,0.349,Florence,Italy,44.20N,11.18E
2344955,1957-12-01,4.032,0.254,Florence,Italy,44.20N,11.18E
2344956,1958-01-01,3.033,0.362,Florence,Italy,44.20N,11.18E
2344957,1958-02-01,6.396,0.382,Florence,Italy,44.20N,11.18E
2344958,1958-03-01,4.365,0.267,Florence,Italy,44.20N,11.18E
2344959,1958-04-01,8.19,0.38,Florence,Italy,44.20N,11.18E
2344960,1958-05-01,16.889,0.7559999999999999,Florence,Italy,44.20N,11.18E
2344961,1958-06-01,18.347,0.623,Florence,Italy,44.20N,11.18E
2344962,1958-07-01,22.047,0.6459999999999999,Florence,Italy,44.20N,11.18E
2344963,1958-08-01,22.627,0.647,Florence,Italy,44.20N,11.18E
2344964,1958-09-01,19.062,0.41,Florence,Italy,44.20N,11.18E
2344965,1958-10-01,13.367,0.603,Florence,Italy,44.20N,11.18E
2344966,1958-11-01,9.192,0.665,Florence,Italy,44.20N,11.18E
2344967,1958-12-01,5.251,0.498,Florence,Italy,44.20N,11.18E
2344968,1959-01-01,3.343,0.603,Florence,Italy,44.20N,11.18E
2344969,1959-02-01,5.183,0.371,Florence,Italy,44.20N,11.18E
2344970,1959-03-01,9.066,0.455,Florence,Italy,44.20N,11.18E
2344971,1959-04-01,10.727,0.247,Florence,Italy,44.20N,11.18E
2344972,1959-05-01,14.77,0.317,Florence,Italy,44.20N,11.18E
2344973,1959-06-01,19.412,0.49,Florence,Italy,44.20N,11.18E
2344974,1959-07-01,23.091,0.6579999999999999,Florence,Italy,44.20N,11.18E
2344975,1959-08-01,20.929,0.275,Florence,Italy,44.20N,11.18E
2344976,1959-09-01,17.232000000000006,0.252,Florence,Italy,44.20N,11.18E
2344977,1959-10-01,11.823,0.21600000000000005,Florence,Italy,44.20N,11.18E
2344978,1959-11-01,7.838999999999999,0.723,Florence,Italy,44.20N,11.18E
2344979,1959-12-01,5.881,0.8,Florence,Italy,44.20N,11.18E
2344980,1960-01-01,2.802,0.315,Florence,Italy,44.20N,11.18E
2344981,1960-02-01,4.4060000000000015,0.245,Florence,Italy,44.20N,11.18E
2344982,1960-03-01,7.431999999999999,0.259,Florence,Italy,44.20N,11.18E
2344983,1960-04-01,10.553,0.382,Florence,Italy,44.20N,11.18E
2344984,1960-05-01,15.26,0.61,Florence,Italy,44.20N,11.18E
2344985,1960-06-01,19.933,0.498,Florence,Italy,44.20N,11.18E
2344986,1960-07-01,20.172,0.265,Florence,Italy,44.20N,11.18E
2344987,1960-08-01,21.031,0.457,Florence,Italy,44.20N,11.18E
2344988,1960-09-01,16.215,0.228,Florence,Italy,44.20N,11.18E
2344989,1960-10-01,12.731,0.142,Florence,Italy,44.20N,11.18E
2344990,1960-11-01,9.14,0.35,Florence,Italy,44.20N,11.18E
2344991,1960-12-01,4.979,0.662,Florence,Italy,44.20N,11.18E
2344992,1961-01-01,2.313,0.4320000000000001,Florence,Italy,44.20N,11.18E
2344993,1961-02-01,6.527,0.672,Florence,Italy,44.20N,11.18E
2344994,1961-03-01,9.055,0.519,Florence,Italy,44.20N,11.18E
2344995,1961-04-01,13.237,0.3,Florence,Italy,44.20N,11.18E
2344996,1961-05-01,14.661,0.495,Florence,Italy,44.20N,11.18E
2344997,1961-06-01,19.526,0.493,Florence,Italy,44.20N,11.18E
2344998,1961-07-01,21.081,0.315,Florence,Italy,44.20N,11.18E
2344999,1961-08-01,21.897,0.393,Florence,Italy,44.20N,11.18E
2345000,1961-09-01,20.299,0.6,Florence,Italy,44.20N,11.18E
2345001,1961-10-01,13.845,0.348,Florence,Italy,44.20N,11.18E
2345002,1961-11-01,8.338,0.446,Florence,Italy,44.20N,11.18E
2345003,1961-12-01,4.047,0.183,Florence,Italy,44.20N,11.18E
2345004,1962-01-01,4.215,0.312,Florence,Italy,44.20N,11.18E
2345005,1962-02-01,3.659,0.335,Florence,Italy,44.20N,11.18E
2345006,1962-03-01,4.353999999999999,0.399,Florence,Italy,44.20N,11.18E
2345007,1962-04-01,10.565,0.334,Florence,Italy,44.20N,11.18E
2345008,1962-05-01,14.081,0.43,Florence,Italy,44.20N,11.18E
2345009,1962-06-01,18.399,0.509,Florence,Italy,44.20N,11.18E
2345010,1962-07-01,21.53,0.46,Florence,Italy,44.20N,11.18E
2345011,1962-08-01,23.583,0.6920000000000001,Florence,Italy,44.20N,11.18E
2345012,1962-09-01,18.627,0.36,Florence,Italy,44.20N,11.18E
2345013,1962-10-01,13.306,0.438,Florence,Italy,44.20N,11.18E
2345014,1962-11-01,7.001,0.569,Florence,Italy,44.20N,11.18E
2345015,1962-12-01,1.7819999999999998,0.392,Florence,Italy,44.20N,11.18E
2345016,1963-01-01,-0.2650000000000001,0.621,Florence,Italy,44.20N,11.18E
2345017,1963-02-01,0.7010000000000001,0.419,Florence,Italy,44.20N,11.18E
2345018,1963-03-01,6.093,0.247,Florence,Italy,44.20N,11.18E
2345019,1963-04-01,11.214,0.29,Florence,Italy,44.20N,11.18E
2345020,1963-05-01,15.101,0.337,Florence,Italy,44.20N,11.18E
2345021,1963-06-01,18.7,0.379,Florence,Italy,44.20N,11.18E
2345022,1963-07-01,22.593000000000004,0.349,Florence,Italy,44.20N,11.18E
2345023,1963-08-01,20.839,0.426,Florence,Italy,44.20N,11.18E
2345024,1963-09-01,17.969,0.316,Florence,Italy,44.20N,11.18E
2345025,1963-10-01,12.84,0.292,Florence,Italy,44.20N,11.18E
2345026,1963-11-01,11.058,0.5,Florence,Italy,44.20N,11.18E
2345027,1963-12-01,2.7060000000000004,0.397,Florence,Italy,44.20N,11.18E
2345028,1964-01-01,1.2809999999999997,1.153,Florence,Italy,44.20N,11.18E
2345029,1964-02-01,4.3130000000000015,0.599,Florence,Italy,44.20N,11.18E
2345030,1964-03-01,6.71,0.319,Florence,Italy,44.20N,11.18E
2345031,1964-04-01,11.397,0.227,Florence,Italy,44.20N,11.18E
2345032,1964-05-01,16.173000000000002,0.417,Florence,Italy,44.20N,11.18E
2345033,1964-06-01,20.884,0.294,Florence,Italy,44.20N,11.18E
2345034,1964-07-01,22.362,0.274,Florence,Italy,44.20N,11.18E
2345035,1964-08-01,21.205,0.227,Florence,Italy,44.20N,11.18E
2345036,1964-09-01,18.164,0.32299999999999995,Florence,Italy,44.20N,11.18E
2345037,1964-10-01,12.366,0.6679999999999999,Florence,Italy,44.20N,11.18E
2345038,1964-11-01,8.453,0.29600000000000004,Florence,Italy,44.20N,11.18E
2345039,1964-12-01,4.74,0.341,Florence,Italy,44.20N,11.18E
2345040,1965-01-01,3.795,0.504,Florence,Italy,44.20N,11.18E
2345041,1965-02-01,2.1630000000000003,0.38,Florence,Italy,44.20N,11.18E
2345042,1965-03-01,6.995,0.276,Florence,Italy,44.20N,11.18E
2345043,1965-04-01,9.3,0.141,Florence,Italy,44.20N,11.18E
2345044,1965-05-01,14.23,0.445,Florence,Italy,44.20N,11.18E
2345045,1965-06-01,18.993,0.81,Florence,Italy,44.20N,11.18E
2345046,1965-07-01,21.583,0.429,Florence,Italy,44.20N,11.18E
2345047,1965-08-01,20.369,0.449,Florence,Italy,44.20N,11.18E
2345048,1965-09-01,16.452,0.466,Florence,Italy,44.20N,11.18E
2345049,1965-10-01,12.923,0.521,Florence,Italy,44.20N,11.18E
2345050,1965-11-01,8.029,0.759,Florence,Italy,44.20N,11.18E
2345051,1965-12-01,4.747,0.439,Florence,Italy,44.20N,11.18E
2345052,1966-01-01,0.8739999999999997,0.394,Florence,Italy,44.20N,11.18E
2345053,1966-02-01,7.5939999999999985,0.298,Florence,Italy,44.20N,11.18E
2345054,1966-03-01,6.936999999999999,0.445,Florence,Italy,44.20N,11.18E
2345055,1966-04-01,11.837,0.215,Florence,Italy,44.20N,11.18E
2345056,1966-05-01,15.518,0.317,Florence,Italy,44.20N,11.18E
2345057,1966-06-01,20.432,0.339,Florence,Italy,44.20N,11.18E
2345058,1966-07-01,20.56,0.332,Florence,Italy,44.20N,11.18E
2345059,1966-08-01,20.425,0.327,Florence,Italy,44.20N,11.18E
2345060,1966-09-01,18.68,0.605,Florence,Italy,44.20N,11.18E
2345061,1966-10-01,14.897,0.59,Florence,Italy,44.20N,11.18E
2345062,1966-11-01,6.394,0.7559999999999999,Florence,Italy,44.20N,11.18E
2345063,1966-12-01,3.449,0.155,Florence,Italy,44.20N,11.18E
2345064,1967-01-01,2.1,0.6709999999999999,Florence,Italy,44.20N,11.18E
2345065,1967-02-01,4.428,0.436,Florence,Italy,44.20N,11.18E
2345066,1967-03-01,8.886000000000003,0.229,Florence,Italy,44.20N,11.18E
2345067,1967-04-01,9.93,0.331,Florence,Italy,44.20N,11.18E
2345068,1967-05-01,15.697000000000001,0.265,Florence,Italy,44.20N,11.18E
2345069,1967-06-01,18.175,0.245,Florence,Italy,44.20N,11.18E
2345070,1967-07-01,23.379,0.669,Florence,Italy,44.20N,11.18E
2345071,1967-08-01,22.180999999999997,0.294,Florence,Italy,44.20N,11.18E
2345072,1967-09-01,18.18,0.271,Florence,Italy,44.20N,11.18E
2345073,1967-10-01,14.691,0.687,Florence,Italy,44.20N,11.18E
2345074,1967-11-01,9.339,0.241,Florence,Italy,44.20N,11.18E
2345075,1967-12-01,3.289,0.371,Florence,Italy,44.20N,11.18E
2345076,1968-01-01,1.4009999999999998,0.453,Florence,Italy,44.20N,11.18E
2345077,1968-02-01,5.6179999999999986,0.5539999999999999,Florence,Italy,44.20N,11.18E
2345078,1968-03-01,8.013,0.261,Florence,Italy,44.20N,11.18E
2345079,1968-04-01,12.037,0.29,Florence,Italy,44.20N,11.18E
2345080,1968-05-01,14.821,0.368,Florence,Italy,44.20N,11.18E
2345081,1968-06-01,18.265,0.263,Florence,Italy,44.20N,11.18E
2345082,1968-07-01,21.514,0.407,Florence,Italy,44.20N,11.18E
2345083,1968-08-01,19.572,0.211,Florence,Italy,44.20N,11.18E
2345084,1968-09-01,17.415000000000006,0.242,Florence,Italy,44.20N,11.18E
2345085,1968-10-01,13.459000000000001,0.66,Florence,Italy,44.20N,11.18E
2345086,1968-11-01,8.286,0.388,Florence,Italy,44.20N,11.18E
2345087,1968-12-01,2.95,0.4320000000000001,Florence,Italy,44.20N,11.18E
2345088,1969-01-01,2.886,0.307,Florence,Italy,44.20N,11.18E
2345089,1969-02-01,2.729,0.853,Florence,Italy,44.20N,11.18E
2345090,1969-03-01,6.739,0.61,Florence,Italy,44.20N,11.18E
2345091,1969-04-01,9.984,0.187,Florence,Italy,44.20N,11.18E
2345092,1969-05-01,16.644000000000002,0.321,Florence,Italy,44.20N,11.18E
2345093,1969-06-01,17.608999999999995,0.329,Florence,Italy,44.20N,11.18E
2345094,1969-07-01,21.624,0.447,Florence,Italy,44.20N,11.18E
2345095,1969-08-01,20.813,0.536,Florence,Italy,44.20N,11.18E
2345096,1969-09-01,17.979000000000006,0.299,Florence,Italy,44.20N,11.18E
2345097,1969-10-01,14.063,0.922,Florence,Italy,44.20N,11.18E
2345098,1969-11-01,9.172,0.401,Florence,Italy,44.20N,11.18E
2345099,1969-12-01,1.7560000000000002,0.87,Florence,Italy,44.20N,11.18E
2345100,1970-01-01,4.561,0.301,Florence,Italy,44.20N,11.18E
2345101,1970-02-01,4.0760000000000005,0.556,Florence,Italy,44.20N,11.18E
2345102,1970-03-01,5.582000000000002,0.539,Florence,Italy,44.20N,11.18E
2345103,1970-04-01,9.655,0.345,Florence,Italy,44.20N,11.18E
2345104,1970-05-01,13.345,0.303,Florence,Italy,44.20N,11.18E
2345105,1970-06-01,19.899,0.321,Florence,Italy,44.20N,11.18E
2345106,1970-07-01,21.655,0.301,Florence,Italy,44.20N,11.18E
2345107,1970-08-01,21.586,0.244,Florence,Italy,44.20N,11.18E
2345108,1970-09-01,19.311,0.299,Florence,Italy,44.20N,11.18E
2345109,1970-10-01,12.692,0.479,Florence,Italy,44.20N,11.18E
2345110,1970-11-01,9.45,0.49,Florence,Italy,44.20N,11.18E
2345111,1970-12-01,3.2310000000000003,0.258,Florence,Italy,44.20N,11.18E
2345112,1971-01-01,3.5,0.706,Florence,Italy,44.20N,11.18E
2345113,1971-02-01,4.783,0.403,Florence,Italy,44.20N,11.18E
2345114,1971-03-01,4.555,0.52,Florence,Italy,44.20N,11.18E
2345115,1971-04-01,11.737,0.353,Florence,Italy,44.20N,11.18E
2345116,1971-05-01,15.544,0.333,Florence,Italy,44.20N,11.18E
2345117,1971-06-01,18.079,0.25,Florence,Italy,44.20N,11.18E
2345118,1971-07-01,22.407,0.382,Florence,Italy,44.20N,11.18E
2345119,1971-08-01,23.793000000000006,0.389,Florence,Italy,44.20N,11.18E
2345120,1971-09-01,16.827,0.332,Florence,Italy,44.20N,11.18E
2345121,1971-10-01,12.188,0.529,Florence,Italy,44.20N,11.18E
2345122,1971-11-01,7.343,0.28800000000000003,Florence,Italy,44.20N,11.18E
2345123,1971-12-01,4.272,0.784,Florence,Italy,44.20N,11.18E
2345124,1972-01-01,3.87,0.664,Florence,Italy,44.20N,11.18E
2345125,1972-02-01,6.4540000000000015,0.361,Florence,Italy,44.20N,11.18E
2345126,1972-03-01,9.269,0.227,Florence,Italy,44.20N,11.18E
2345127,1972-04-01,10.42,0.341,Florence,Italy,44.20N,11.18E
2345128,1972-05-01,14.357000000000001,0.306,Florence,Italy,44.20N,11.18E
2345129,1972-06-01,18.833,0.431,Florence,Italy,44.20N,11.18E
2345130,1972-07-01,21.344,0.468,Florence,Italy,44.20N,11.18E
2345131,1972-08-01,20.421,0.245,Florence,Italy,44.20N,11.18E
2345132,1972-09-01,15.004000000000001,0.529,Florence,Italy,44.20N,11.18E
2345133,1972-10-01,11.275,0.353,Florence,Italy,44.20N,11.18E
2345134,1972-11-01,8.437000000000001,0.34700000000000003,Florence,Italy,44.20N,11.18E
2345135,1972-12-01,4.5680000000000005,0.583,Florence,Italy,44.20N,11.18E
2345136,1973-01-01,3.7439999999999998,0.414,Florence,Italy,44.20N,11.18E
2345137,1973-02-01,4.089,0.508,Florence,Italy,44.20N,11.18E
2345138,1973-03-01,5.9910000000000005,0.5489999999999999,Florence,Italy,44.20N,11.18E
2345139,1973-04-01,8.322000000000001,0.371,Florence,Italy,44.20N,11.18E
2345140,1973-05-01,15.546,0.447,Florence,Italy,44.20N,11.18E
2345141,1973-06-01,19.825,0.333,Florence,Italy,44.20N,11.18E
2345142,1973-07-01,21.777,0.423,Florence,Italy,44.20N,11.18E
2345143,1973-08-01,22.471999999999998,0.461,Florence,Italy,44.20N,11.18E
2345144,1973-09-01,19.169,0.165,Florence,Italy,44.20N,11.18E
2345145,1973-10-01,12.709000000000001,0.478,Florence,Italy,44.20N,11.18E
2345146,1973-11-01,7.247000000000001,0.563,Florence,Italy,44.20N,11.18E
2345147,1973-12-01,3.295,0.215,Florence,Italy,44.20N,11.18E
2345148,1974-01-01,5.416,0.607,Florence,Italy,44.20N,11.18E
2345149,1974-02-01,6.8679999999999986,0.826,Florence,Italy,44.20N,11.18E
2345150,1974-03-01,7.8,0.17,Florence,Italy,44.20N,11.18E
2345151,1974-04-01,9.765,0.514,Florence,Italy,44.20N,11.18E
2345152,1974-05-01,14.507,0.203,Florence,Italy,44.20N,11.18E
2345153,1974-06-01,18.207,0.377,Florence,Italy,44.20N,11.18E
2345154,1974-07-01,21.934,0.358,Florence,Italy,44.20N,11.18E
2345155,1974-08-01,22.88,0.631,Florence,Italy,44.20N,11.18E
2345156,1974-09-01,17.901,0.198,Florence,Italy,44.20N,11.18E
2345157,1974-10-01,8.766000000000002,0.21,Florence,Italy,44.20N,11.18E
2345158,1974-11-01,7.348,0.353,Florence,Italy,44.20N,11.18E
2345159,1974-12-01,4.394,0.993,Florence,Italy,44.20N,11.18E
2345160,1975-01-01,4.9430000000000005,0.56,Florence,Italy,44.20N,11.18E
2345161,1975-02-01,4.465,0.5429999999999999,Florence,Italy,44.20N,11.18E
2345162,1975-03-01,7.1389999999999985,0.487,Florence,Italy,44.20N,11.18E
2345163,1975-04-01,10.489,0.233,Florence,Italy,44.20N,11.18E
2345164,1975-05-01,15.233,0.334,Florence,Italy,44.20N,11.18E
2345165,1975-06-01,17.901999999999994,0.426,Florence,Italy,44.20N,11.18E
2345166,1975-07-01,22.27,0.478,Florence,Italy,44.20N,11.18E
2345167,1975-08-01,21.182,0.439,Florence,Italy,44.20N,11.18E
2345168,1975-09-01,19.515,0.32299999999999995,Florence,Italy,44.20N,11.18E
2345169,1975-10-01,12.291,0.487,Florence,Italy,44.20N,11.18E
2345170,1975-11-01,7.297999999999999,0.295,Florence,Italy,44.20N,11.18E
2345171,1975-12-01,4.333,0.84,Florence,Italy,44.20N,11.18E
2345172,1976-01-01,2.678,0.86,Florence,Italy,44.20N,11.18E
2345173,1976-02-01,5.1160000000000005,0.325,Florence,Italy,44.20N,11.18E
2345174,1976-03-01,5.4289999999999985,0.361,Florence,Italy,44.20N,11.18E
2345175,1976-04-01,10.11,0.327,Florence,Italy,44.20N,11.18E
2345176,1976-05-01,15.505,0.472,Florence,Italy,44.20N,11.18E
2345177,1976-06-01,19.783,0.448,Florence,Italy,44.20N,11.18E
2345178,1976-07-01,21.918000000000006,0.431,Florence,Italy,44.20N,11.18E
2345179,1976-08-01,18.579,0.415,Florence,Italy,44.20N,11.18E
2345180,1976-09-01,15.85,0.314,Florence,Italy,44.20N,11.18E
2345181,1976-10-01,13.288,0.281,Florence,Italy,44.20N,11.18E
2345182,1976-11-01,8.353,0.807,Florence,Italy,44.20N,11.18E
2345183,1976-12-01,4.3900000000000015,0.614,Florence,Italy,44.20N,11.18E
2345184,1977-01-01,4.596,0.435,Florence,Italy,44.20N,11.18E
2345185,1977-02-01,6.615,0.339,Florence,Italy,44.20N,11.18E
2345186,1977-03-01,9.312999999999999,0.531,Florence,Italy,44.20N,11.18E
2345187,1977-04-01,10.02,0.322,Florence,Italy,44.20N,11.18E
2345188,1977-05-01,14.541,0.328,Florence,Italy,44.20N,11.18E
2345189,1977-06-01,18.46,0.517,Florence,Italy,44.20N,11.18E
2345190,1977-07-01,21.448,0.391,Florence,Italy,44.20N,11.18E
2345191,1977-08-01,19.872,0.308,Florence,Italy,44.20N,11.18E
