,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2343156,1808-01-01,1.4339999999999995,3.113,Florence,Italy,44.20N,11.18E
2343157,1808-02-01,1.2790000000000004,2.255,Florence,Italy,44.20N,11.18E
2343158,1808-03-01,1.811,5.5310000000000015,Florence,Italy,44.20N,11.18E
2343159,1808-04-01,8.208,1.6780000000000002,Florence,Italy,44.20N,11.18E
2343160,1808-05-01,17.080000000000002,4.396,Florence,Italy,44.20N,11.18E
2343161,1808-06-01,18.174,1.415,Florence,Italy,44.20N,11.18E
2343162,1808-07-01,23.09,1.757,Florence,Italy,44.20N,11.18E
2343163,1808-08-01,21.798,2.6180000000000003,Florence,Italy,44.20N,11.18E
2343164,1808-09-01,18.419,3.891,Florence,Italy,44.20N,11.18E
2343165,1808-10-01,9.597000000000001,1.617,Florence,Italy,44.20N,11.18E
2343166,1808-11-01,6.888,2.439,Florence,Italy,44.20N,11.18E
2343167,1808-12-01,0.43000000000000016,1.95,Florence,Italy,44.20N,11.18E
2343168,1809-01-01,2.6,4.845,Florence,Italy,44.20N,11.18E
2343169,1809-02-01,5.973,3.979,Florence,Italy,44.20N,11.18E
2343170,1809-03-01,6.84,3.568,Florence,Italy,44.20N,11.18E
2343171,1809-04-01,7.021,4.932,Florence,Italy,44.20N,11.18E
2343172,1809-05-01,15.143,3.666,Florence,Italy,44.20N,11.18E
2343173,1809-06-01,19.622,1.595,Florence,Italy,44.20N,11.18E
2343174,1809-07-01,21.414,1.237,Florence,Italy,44.20N,11.18E
2343175,1809-08-01,21.665,1.202,Florence,Italy,44.20N,11.18E
2343176,1809-09-01,16.105999999999998,2.604,Florence,Italy,44.20N,11.18E
2343177,1809-10-01,11.448,5.915,Florence,Italy,44.20N,11.18E
2343178,1809-11-01,6.15,3.72,Florence,Italy,44.20N,11.18E
2343179,1809-12-01,4.163,4.331,Florence,Italy,44.20N,11.18E
2343180,1810-01-01,2.0669999999999997,6.7620000000000005,Florence,Italy,44.20N,11.18E
2343181,1810-02-01,2.9130000000000003,5.422999999999999,Florence,Italy,44.20N,11.18E
2343182,1810-03-01,8.121,3.552,Florence,Italy,44.20N,11.18E
2343183,1810-04-01,10.14,4.284,Florence,Italy,44.20N,11.18E
2343184,1810-05-01,15.977,3.149,Florence,Italy,44.20N,11.18E
2343185,1810-06-01,17.328,3.905,Florence,Italy,44.20N,11.18E
2343186,1810-07-01,21.18,3.827,Florence,Italy,44.20N,11.18E
2343187,1810-08-01,20.945,2.705,Florence,Italy,44.20N,11.18E
2343188,1810-09-01,17.85,2.719,Florence,Italy,44.20N,11.18E
2343189,1810-10-01,12.719000000000001,5.377999999999999,Florence,Italy,44.20N,11.18E
2343190,1810-11-01,7.387,3.579,Florence,Italy,44.20N,11.18E
2343191,1810-12-01,5.35,3.646,Florence,Italy,44.20N,11.18E
2343192,1811-01-01,0.6569999999999996,3.684,Florence,Italy,44.20N,11.18E
2343193,1811-02-01,4.684,5.81,Florence,Italy,44.20N,11.18E
2343194,1811-03-01,8.169,2.915,Florence,Italy,44.20N,11.18E
2343195,1811-04-01,11.304,1.4580000000000002,Florence,Italy,44.20N,11.18E
2343196,1811-05-01,17.262999999999998,3.958,Florence,Italy,44.20N,11.18E
2343197,1811-06-01,20.879,3.897,Florence,Italy,44.20N,11.18E
2343198,1811-07-01,23.083,3.188,Florence,Italy,44.20N,11.18E
2343199,1811-08-01,20.956,4.982,Florence,Italy,44.20N,11.18E
2343200,1811-09-01,18.446,3.464,Florence,Italy,44.20N,11.18E
2343201,1811-10-01,15.204,5.164,Florence,Italy,44.20N,11.18E
2343202,1811-11-01,8.677999999999999,5.952000000000001,Florence,Italy,44.20N,11.18E
2343203,1811-12-01,2.857,3.324,Florence,Italy,44.20N,11.18E
2343204,1812-01-01,-0.4810000000000003,3.154,Florence,Italy,44.20N,11.18E
2343205,1812-02-01,4.381,1.058,Florence,Italy,44.20N,11.18E
2343206,1812-03-01,6.1739999999999995,3.641,Florence,Italy,44.20N,11.18E
2343207,1812-04-01,7.77,3.381,Florence,Italy,44.20N,11.18E
2343208,1812-05-01,15.772,3.267,Florence,Italy,44.20N,11.18E
2343209,1812-06-01,19.543,1.685,Florence,Italy,44.20N,11.18E
2343210,1812-07-01,20.346,1.857,Florence,Italy,44.20N,11.18E
2343211,1812-08-01,20.829,5.706,Florence,Italy,44.20N,11.18E
2343212,1812-09-01,15.811000000000002,1.401,Florence,Italy,44.20N,11.18E
2343213,1812-10-01,12.595999999999998,4.012,Florence,Italy,44.20N,11.18E
2343214,1812-11-01,6.371,3.972,Florence,Italy,44.20N,11.18E
2343215,1812-12-01,1.136,4.4,Florence,Italy,44.20N,11.18E
2343216,1813-01-01,0.9459999999999996,5.211,Florence,Italy,44.20N,11.18E
2343217,1813-02-01,4.519,1.825,Florence,Italy,44.20N,11.18E
2343218,1813-03-01,6.263999999999999,9.398,Florence,Italy,44.20N,11.18E
2343219,1813-04-01,11.278,1.187,Florence,Italy,44.20N,11.18E
2343220,1813-05-01,17.319000000000006,7.542000000000002,Florence,Italy,44.20N,11.18E
2343221,1813-06-01,17.653,3.344,Florence,Italy,44.20N,11.18E
2343222,1813-07-01,19.532,2.191,Florence,Italy,44.20N,11.18E
2343223,1813-08-01,19.634,1.144,Florence,Italy,44.20N,11.18E
2343224,1813-09-01,16.324,2.585,Florence,Italy,44.20N,11.18E
2343225,1813-10-01,13.119000000000002,1.355,Florence,Italy,44.20N,11.18E
2343226,1813-11-01,6.422999999999999,1.811,Florence,Italy,44.20N,11.18E
2343227,1813-12-01,4.5840000000000005,2.185,Florence,Italy,44.20N,11.18E
2343228,1814-01-01,2.138,4.1560000000000015,Florence,Italy,44.20N,11.18E
2343229,1814-02-01,-1.0939999999999994,1.19,Florence,Italy,44.20N,11.18E
2343230,1814-03-01,5.359999999999999,3.159,Florence,Italy,44.20N,11.18E
2343231,1814-04-01,11.394,1.49,Florence,Italy,44.20N,11.18E
2343232,1814-05-01,12.365,1.6769999999999998,Florence,Italy,44.20N,11.18E
2343233,1814-06-01,17.881,1.939,Florence,Italy,44.20N,11.18E
2343234,1814-07-01,21.108,3.89,Florence,Italy,44.20N,11.18E
2343235,1814-08-01,19.809,1.579,Florence,Italy,44.20N,11.18E
2343236,1814-09-01,14.581,1.471,Florence,Italy,44.20N,11.18E
2343237,1814-10-01,11.03,4.739,Florence,Italy,44.20N,11.18E
2343238,1814-11-01,8.286999999999999,7.82,Florence,Italy,44.20N,11.18E
2343239,1814-12-01,5.3279999999999985,8.703,Florence,Italy,44.20N,11.18E
2343240,1815-01-01,0.5379999999999998,2.056,Florence,Italy,44.20N,11.18E
2343241,1815-02-01,4.734,7.0520000000000005,Florence,Italy,44.20N,11.18E
2343242,1815-03-01,8.329,4.972,Florence,Italy,44.20N,11.18E
2343243,1815-04-01,10.959,2.337,Florence,Italy,44.20N,11.18E
2343244,1815-05-01,16.208000000000002,3.258,Florence,Italy,44.20N,11.18E
2343245,1815-06-01,17.973999999999997,2.614,Florence,Italy,44.20N,11.18E
2343246,1815-07-01,19.727,3.0,Florence,Italy,44.20N,11.18E
2343247,1815-08-01,19.235,1.942,Florence,Italy,44.20N,11.18E
2343248,1815-09-01,17.529,1.356,Florence,Italy,44.20N,11.18E
2343249,1815-10-01,13.213,4.253,Florence,Italy,44.20N,11.18E
2343250,1815-11-01,5.785,2.907,Florence,Italy,44.20N,11.18E
2343251,1815-12-01,1.5180000000000002,2.486,Florence,Italy,44.20N,11.18E
2343252,1816-01-01,2.02,4.365,Florence,Italy,44.20N,11.18E
2343253,1816-02-01,1.3070000000000004,2.5580000000000003,Florence,Italy,44.20N,11.18E
2343254,1816-03-01,5.0280000000000005,2.546,Florence,Italy,44.20N,11.18E
2343255,1816-04-01,9.355,5.303,Florence,Italy,44.20N,11.18E
2343256,1816-05-01,14.009,2.562,Florence,Italy,44.20N,11.18E
2343257,1816-06-01,17.389,1.795,Florence,Italy,44.20N,11.18E
2343258,1816-07-01,19.608,2.562,Florence,Italy,44.20N,11.18E
2343259,1816-08-01,18.79,0.804,Florence,Italy,44.20N,11.18E
2343260,1816-09-01,16.59,1.101,Florence,Italy,44.20N,11.18E
2343261,1816-10-01,12.542000000000002,7.508999999999999,Florence,Italy,44.20N,11.18E
2343262,1816-11-01,7.04,8.363,Florence,Italy,44.20N,11.18E
2343263,1816-12-01,1.273,2.208,Florence,Italy,44.20N,11.18E
2343264,1817-01-01,3.819,5.608,Florence,Italy,44.20N,11.18E
2343265,1817-02-01,5.432,2.829,Florence,Italy,44.20N,11.18E
2343266,1817-03-01,7.117999999999999,3.177,Florence,Italy,44.20N,11.18E
2343267,1817-04-01,6.872000000000001,2.335,Florence,Italy,44.20N,11.18E
2343268,1817-05-01,14.197000000000001,2.832,Florence,Italy,44.20N,11.18E
2343269,1817-06-01,19.657,1.702,Florence,Italy,44.20N,11.18E
2343270,1817-07-01,21.293000000000006,1.828,Florence,Italy,44.20N,11.18E
2343271,1817-08-01,21.31,2.451,Florence,Italy,44.20N,11.18E
2343272,1817-09-01,18.263,2.918,Florence,Italy,44.20N,11.18E
2343273,1817-10-01,10.026,3.623,Florence,Italy,44.20N,11.18E
2343274,1817-11-01,7.651,2.445,Florence,Italy,44.20N,11.18E
2343275,1817-12-01,3.4090000000000003,2.826,Florence,Italy,44.20N,11.18E
2343276,1818-01-01,2.7030000000000003,4.3039999999999985,Florence,Italy,44.20N,11.18E
2343277,1818-02-01,5.024,1.999,Florence,Italy,44.20N,11.18E
2343278,1818-03-01,7.72,2.513,Florence,Italy,44.20N,11.18E
2343279,1818-04-01,10.863,7.065,Florence,Italy,44.20N,11.18E
2343280,1818-05-01,14.754000000000001,4.232,Florence,Italy,44.20N,11.18E
2343281,1818-06-01,19.182,5.048,Florence,Italy,44.20N,11.18E
2343282,1818-07-01,21.681,3.784,Florence,Italy,44.20N,11.18E
2343283,1818-08-01,20.137999999999998,1.3530000000000002,Florence,Italy,44.20N,11.18E
2343284,1818-09-01,17.384,2.859,Florence,Italy,44.20N,11.18E
2343285,1818-10-01,12.318,2.702,Florence,Italy,44.20N,11.18E
2343286,1818-11-01,8.112,6.425,Florence,Italy,44.20N,11.18E
2343287,1818-12-01,3.0210000000000004,2.162,Florence,Italy,44.20N,11.18E
2343288,1819-01-01,1.4759999999999998,3.4410000000000003,Florence,Italy,44.20N,11.18E
2343289,1819-02-01,4.442,3.915,Florence,Italy,44.20N,11.18E
2343290,1819-03-01,7.9289999999999985,7.7429999999999986,Florence,Italy,44.20N,11.18E
2343291,1819-04-01,11.852,1.878,Florence,Italy,44.20N,11.18E
2343292,1819-05-01,14.985,1.992,Florence,Italy,44.20N,11.18E
2343293,1819-06-01,18.738,1.855,Florence,Italy,44.20N,11.18E
2343294,1819-07-01,21.701,1.1909999999999998,Florence,Italy,44.20N,11.18E
2343295,1819-08-01,20.546,1.797,Florence,Italy,44.20N,11.18E
2343296,1819-09-01,17.811,1.235,Florence,Italy,44.20N,11.18E
2343297,1819-10-01,13.073,1.74,Florence,Italy,44.20N,11.18E
2343298,1819-11-01,8.638,2.64,Florence,Italy,44.20N,11.18E
2343299,1819-12-01,3.547,2.742,Florence,Italy,44.20N,11.18E
2343300,1820-01-01,1.1599999999999997,7.902,Florence,Italy,44.20N,11.18E
2343301,1820-02-01,4.2090000000000005,3.488,Florence,Italy,44.20N,11.18E
2343302,1820-03-01,5.5360000000000005,3.284,Florence,Italy,44.20N,11.18E
2343303,1820-04-01,11.943,1.775,Florence,Italy,44.20N,11.18E
2343304,1820-05-01,16.827,2.428,Florence,Italy,44.20N,11.18E
2343305,1820-06-01,18.754,1.3730000000000002,Florence,Italy,44.20N,11.18E
2343306,1820-07-01,21.719,4.622,Florence,Italy,44.20N,11.18E
2343307,1820-08-01,23.857,3.608,Florence,Italy,44.20N,11.18E
2343308,1820-09-01,17.037000000000006,1.92,Florence,Italy,44.20N,11.18E
2343309,1820-10-01,11.911,1.3730000000000002,Florence,Italy,44.20N,11.18E
2343310,1820-11-01,6.0749999999999975,0.987,Florence,Italy,44.20N,11.18E
2343311,1820-12-01,2.9690000000000003,1.816,Florence,Italy,44.20N,11.18E
2343312,1821-01-01,3.207,3.537,Florence,Italy,44.20N,11.18E
2343313,1821-02-01,2.8520000000000003,5.114,Florence,Italy,44.20N,11.18E
2343314,1821-03-01,5.941,2.124,Florence,Italy,44.20N,11.18E
2343315,1821-04-01,11.329,2.69,Florence,Italy,44.20N,11.18E
2343316,1821-05-01,15.783,1.964,Florence,Italy,44.20N,11.18E
2343317,1821-06-01,16.642,3.168,Florence,Italy,44.20N,11.18E
2343318,1821-07-01,20.428,2.902,Florence,Italy,44.20N,11.18E
2343319,1821-08-01,21.46,1.907,Florence,Italy,44.20N,11.18E
2343320,1821-09-01,18.651,2.069,Florence,Italy,44.20N,11.18E
2343321,1821-10-01,11.887,0.619,Florence,Italy,44.20N,11.18E
2343322,1821-11-01,7.62,2.8480000000000003,Florence,Italy,44.20N,11.18E
2343323,1821-12-01,4.324,2.279,Florence,Italy,44.20N,11.18E
2343324,1822-01-01,2.656,3.703,Florence,Italy,44.20N,11.18E
2343325,1822-02-01,4.663,2.503,Florence,Italy,44.20N,11.18E
2343326,1822-03-01,10.097999999999999,1.6569999999999998,Florence,Italy,44.20N,11.18E
2343327,1822-04-01,10.918,1.271,Florence,Italy,44.20N,11.18E
2343328,1822-05-01,16.207,2.056,Florence,Italy,44.20N,11.18E
2343329,1822-06-01,22.914,1.6469999999999998,Florence,Italy,44.20N,11.18E
2343330,1822-07-01,22.711,1.259,Florence,Italy,44.20N,11.18E
2343331,1822-08-01,21.697,3.2230000000000003,Florence,Italy,44.20N,11.18E
2343332,1822-09-01,18.711,2.54,Florence,Italy,44.20N,11.18E
2343333,1822-10-01,13.299000000000001,1.534,Florence,Italy,44.20N,11.18E
2343334,1822-11-01,8.532,2.027,Florence,Italy,44.20N,11.18E
2343335,1822-12-01,3.043,3.068,Florence,Italy,44.20N,11.18E
2343336,1823-01-01,0.08499999999999996,2.009,Florence,Italy,44.20N,11.18E
2343337,1823-02-01,4.1320000000000014,2.79,Florence,Italy,44.20N,11.18E
2343338,1823-03-01,5.726,2.116,Florence,Italy,44.20N,11.18E
2343339,1823-04-01,9.579,2.9810000000000003,Florence,Italy,44.20N,11.18E
2343340,1823-05-01,16.294,2.189,Florence,Italy,44.20N,11.18E
2343341,1823-06-01,18.238,3.0410000000000004,Florence,Italy,44.20N,11.18E
2343342,1823-07-01,21.158,1.444,Florence,Italy,44.20N,11.18E
2343343,1823-08-01,22.198,1.918,Florence,Italy,44.20N,11.18E
2343344,1823-09-01,18.318,1.707,Florence,Italy,44.20N,11.18E
2343345,1823-10-01,12.68,2.1,Florence,Italy,44.20N,11.18E
2343346,1823-11-01,5.35,3.911,Florence,Italy,44.20N,11.18E
2343347,1823-12-01,3.228,1.615,Florence,Italy,44.20N,11.18E
2343348,1824-01-01,2.289,0.843,Florence,Italy,44.20N,11.18E
2343349,1824-02-01,5.433,2.437,Florence,Italy,44.20N,11.18E
2343350,1824-03-01,5.99,1.79,Florence,Italy,44.20N,11.18E
2343351,1824-04-01,9.013,2.628,Florence,Italy,44.20N,11.18E
2343352,1824-05-01,15.048,2.129,Florence,Italy,44.20N,11.18E
2343353,1824-06-01,17.394000000000002,3.397,Florence,Italy,44.20N,11.18E
2343354,1824-07-01,22.416,4.059,Florence,Italy,44.20N,11.18E
2343355,1824-08-01,22.215999999999998,2.742,Florence,Italy,44.20N,11.18E
2343356,1824-09-01,18.307000000000002,2.895,Florence,Italy,44.20N,11.18E
2343357,1824-10-01,12.841,1.268,Florence,Italy,44.20N,11.18E
2343358,1824-11-01,8.636000000000001,1.644,Florence,Italy,44.20N,11.18E
2343359,1824-12-01,5.29,3.895,Florence,Italy,44.20N,11.18E
2343360,1825-01-01,2.8689999999999998,2.6860000000000004,Florence,Italy,44.20N,11.18E
2343361,1825-02-01,3.68,2.298,Florence,Italy,44.20N,11.18E
2343362,1825-03-01,5.4220000000000015,2.264,Florence,Italy,44.20N,11.18E
2343363,1825-04-01,11.345,2.928,Florence,Italy,44.20N,11.18E
2343364,1825-05-01,15.547,1.112,Florence,Italy,44.20N,11.18E
2343365,1825-06-01,18.929,0.643,Florence,Italy,44.20N,11.18E
2343366,1825-07-01,21.627,3.388,Florence,Italy,44.20N,11.18E
2343367,1825-08-01,21.319000000000006,3.51,Florence,Italy,44.20N,11.18E
2343368,1825-09-01,18.23,2.712,Florence,Italy,44.20N,11.18E
2343369,1825-10-01,11.377,2.412,Florence,Italy,44.20N,11.18E
2343370,1825-11-01,8.279,2.235,Florence,Italy,44.20N,11.18E
2343371,1825-12-01,7.6880000000000015,1.912,Florence,Italy,44.20N,11.18E
2343372,1826-01-01,0.5259999999999998,1.457,Florence,Italy,44.20N,11.18E
2343373,1826-02-01,5.0630000000000015,2.396,Florence,Italy,44.20N,11.18E
2343374,1826-03-01,7.692,2.33,Florence,Italy,44.20N,11.18E
2343375,1826-04-01,10.817,3.439,Florence,Italy,44.20N,11.18E
2343376,1826-05-01,13.126,1.3219999999999998,Florence,Italy,44.20N,11.18E
2343377,1826-06-01,18.648,3.295,Florence,Italy,44.20N,11.18E
2343378,1826-07-01,22.021,1.3869999999999998,Florence,Italy,44.20N,11.18E
2343379,1826-08-01,22.849,1.934,Florence,Italy,44.20N,11.18E
2343380,1826-09-01,18.394000000000002,2.835,Florence,Italy,44.20N,11.18E
2343381,1826-10-01,13.716,3.184,Florence,Italy,44.20N,11.18E
2343382,1826-11-01,6.3389999999999995,0.602,Florence,Italy,44.20N,11.18E
2343383,1826-12-01,4.643,3.222,Florence,Italy,44.20N,11.18E
2343384,1827-01-01,2.665,3.641,Florence,Italy,44.20N,11.18E
2343385,1827-02-01,1.8600000000000003,1.097,Florence,Italy,44.20N,11.18E
2343386,1827-03-01,7.772,2.041,Florence,Italy,44.20N,11.18E
2343387,1827-04-01,10.806,3.947,Florence,Italy,44.20N,11.18E
2343388,1827-05-01,16.01,2.3,Florence,Italy,44.20N,11.18E
2343389,1827-06-01,18.995,2.925,Florence,Italy,44.20N,11.18E
2343390,1827-07-01,23.445,1.481,Florence,Italy,44.20N,11.18E
2343391,1827-08-01,20.755,1.505,Florence,Italy,44.20N,11.18E
2343392,1827-09-01,16.060000000000002,1.524,Florence,Italy,44.20N,11.18E
2343393,1827-10-01,13.622,0.982,Florence,Italy,44.20N,11.18E
2343394,1827-11-01,5.175,0.723,Florence,Italy,44.20N,11.18E
2343395,1827-12-01,3.7560000000000002,4.6930000000000005,Florence,Italy,44.20N,11.18E
2343396,1828-01-01,2.752,3.337,Florence,Italy,44.20N,11.18E
2343397,1828-02-01,3.391,2.135,Florence,Italy,44.20N,11.18E
2343398,1828-03-01,8.11,2.545,Florence,Italy,44.20N,11.18E
2343399,1828-04-01,11.126,2.769,Florence,Italy,44.20N,11.18E
2343400,1828-05-01,16.205000000000002,3.5660000000000003,Florence,Italy,44.20N,11.18E
2343401,1828-06-01,20.807,3.095,Florence,Italy,44.20N,11.18E
2343402,1828-07-01,23.525,2.104,Florence,Italy,44.20N,11.18E
2343403,1828-08-01,21.451999999999998,2.7710000000000004,Florence,Italy,44.20N,11.18E
2343404,1828-09-01,18.098000000000006,1.33,Florence,Italy,44.20N,11.18E
2343405,1828-10-01,12.703,1.6569999999999998,Florence,Italy,44.20N,11.18E
2343406,1828-11-01,6.504,2.16,Florence,Italy,44.20N,11.18E
2343407,1828-12-01,3.886,2.727,Florence,Italy,44.20N,11.18E
2343408,1829-01-01,1.4779999999999998,1.6030000000000002,Florence,Italy,44.20N,11.18E
2343409,1829-02-01,0.984,3.361,Florence,Italy,44.20N,11.18E
2343410,1829-03-01,6.627999999999999,1.84,Florence,Italy,44.20N,11.18E
2343411,1829-04-01,11.525,2.607,Florence,Italy,44.20N,11.18E
2343412,1829-05-01,14.957,4.331,Florence,Italy,44.20N,11.18E
2343413,1829-06-01,18.2,2.886,Florence,Italy,44.20N,11.18E
2343414,1829-07-01,22.177,1.4169999999999998,Florence,Italy,44.20N,11.18E
2343415,1829-08-01,19.862,2.465,Florence,Italy,44.20N,11.18E
2343416,1829-09-01,17.113,2.7460000000000004,Florence,Italy,44.20N,11.18E
2343417,1829-10-01,11.415,2.161,Florence,Italy,44.20N,11.18E
2343418,1829-11-01,5.044,3.445,Florence,Italy,44.20N,11.18E
2343419,1829-12-01,0.912,5.372999999999998,Florence,Italy,44.20N,11.18E
2343420,1830-01-01,-2.077,3.224,Florence,Italy,44.20N,11.18E
2343421,1830-02-01,0.585,1.122,Florence,Italy,44.20N,11.18E
2343422,1830-03-01,7.797999999999999,1.54,Florence,Italy,44.20N,11.18E
2343423,1830-04-01,13.182,2.208,Florence,Italy,44.20N,11.18E
2343424,1830-05-01,16.322,1.36,Florence,Italy,44.20N,11.18E
2343425,1830-06-01,19.166,3.68,Florence,Italy,44.20N,11.18E
2343426,1830-07-01,23.471,2.385,Florence,Italy,44.20N,11.18E
2343427,1830-08-01,22.511,3.155,Florence,Italy,44.20N,11.18E
2343428,1830-09-01,16.223000000000006,3.02,Florence,Italy,44.20N,11.18E
2343429,1830-10-01,11.06,4.002,Florence,Italy,44.20N,11.18E
2343430,1830-11-01,8.243,1.874,Florence,Italy,44.20N,11.18E
2343431,1830-12-01,4.24,2.523,Florence,Italy,44.20N,11.18E
2343432,1831-01-01,2.028,3.1,Florence,Italy,44.20N,11.18E
2343433,1831-02-01,3.966,6.4620000000000015,Florence,Italy,44.20N,11.18E
2343434,1831-03-01,7.644,4.886,Florence,Italy,44.20N,11.18E
2343435,1831-04-01,11.068,1.632,Florence,Italy,44.20N,11.18E
2343436,1831-05-01,14.924000000000001,3.824,Florence,Italy,44.20N,11.18E
2343437,1831-06-01,19.257,2.319,Florence,Italy,44.20N,11.18E
2343438,1831-07-01,21.981,1.827,Florence,Italy,44.20N,11.18E
2343439,1831-08-01,20.693,2.314,Florence,Italy,44.20N,11.18E
2343440,1831-09-01,16.402,1.808,Florence,Italy,44.20N,11.18E
2343441,1831-10-01,14.538,1.642,Florence,Italy,44.20N,11.18E
2343442,1831-11-01,7.255,5.934,Florence,Italy,44.20N,11.18E
2343443,1831-12-01,4.129,4.7330000000000005,Florence,Italy,44.20N,11.18E
2343444,1832-01-01,2.528,2.105,Florence,Italy,44.20N,11.18E
2343445,1832-02-01,4.324,2.971,Florence,Italy,44.20N,11.18E
2343446,1832-03-01,6.484999999999999,2.029,Florence,Italy,44.20N,11.18E
2343447,1832-04-01,9.542,4.202,Florence,Italy,44.20N,11.18E
2343448,1832-05-01,13.992,2.384,Florence,Italy,44.20N,11.18E
2343449,1832-06-01,17.82,2.414,Florence,Italy,44.20N,11.18E
2343450,1832-07-01,22.353,3.374,Florence,Italy,44.20N,11.18E
2343451,1832-08-01,22.334,2.635,Florence,Italy,44.20N,11.18E
2343452,1832-09-01,17.008000000000006,3.45,Florence,Italy,44.20N,11.18E
2343453,1832-10-01,12.282,2.096,Florence,Italy,44.20N,11.18E
2343454,1832-11-01,6.8089999999999975,1.058,Florence,Italy,44.20N,11.18E
2343455,1832-12-01,1.533,5.167000000000002,Florence,Italy,44.20N,11.18E
2343456,1833-01-01,0.5609999999999999,3.22,Florence,Italy,44.20N,11.18E
2343457,1833-02-01,4.894,1.55,Florence,Italy,44.20N,11.18E
2343458,1833-03-01,6.211,2.969,Florence,Italy,44.20N,11.18E
2343459,1833-04-01,9.326,2.1830000000000003,Florence,Italy,44.20N,11.18E
2343460,1833-05-01,17.391000000000002,1.778,Florence,Italy,44.20N,11.18E
2343461,1833-06-01,20.247,2.017,Florence,Italy,44.20N,11.18E
2343462,1833-07-01,19.173,1.704,Florence,Italy,44.20N,11.18E
2343463,1833-08-01,19.352999999999998,2.041,Florence,Italy,44.20N,11.18E
2343464,1833-09-01,15.160000000000002,1.132,Florence,Italy,44.20N,11.18E
2343465,1833-10-01,12.025,1.411,Florence,Italy,44.20N,11.18E
2343466,1833-11-01,7.327000000000001,1.586,Florence,Italy,44.20N,11.18E
2343467,1833-12-01,5.127999999999999,2.954,Florence,Italy,44.20N,11.18E
2343468,1834-01-01,4.836,2.446,Florence,Italy,44.20N,11.18E
2343469,1834-02-01,3.367,3.011,Florence,Italy,44.20N,11.18E
2343470,1834-03-01,6.3820000000000014,1.949,Florence,Italy,44.20N,11.18E
2343471,1834-04-01,8.816,2.6630000000000003,Florence,Italy,44.20N,11.18E
2343472,1834-05-01,17.64,1.2,Florence,Italy,44.20N,11.18E
2343473,1834-06-01,20.816,2.818,Florence,Italy,44.20N,11.18E
2343474,1834-07-01,23.786,2.367,Florence,Italy,44.20N,11.18E
2343475,1834-08-01,21.796999999999997,1.439,Florence,Italy,44.20N,11.18E
2343476,1834-09-01,20.387,2.883,Florence,Italy,44.20N,11.18E
2343477,1834-10-01,12.904000000000002,1.331,Florence,Italy,44.20N,11.18E
2343478,1834-11-01,7.6099999999999985,2.319,Florence,Italy,44.20N,11.18E
2343479,1834-12-01,2.2270000000000003,1.59,Florence,Italy,44.20N,11.18E
2343480,1835-01-01,3.556,2.241,Florence,Italy,44.20N,11.18E
2343481,1835-02-01,4.591,2.14,Florence,Italy,44.20N,11.18E
2343482,1835-03-01,6.4910000000000005,1.919,Florence,Italy,44.20N,11.18E
2343483,1835-04-01,8.999,2.528,Florence,Italy,44.20N,11.18E
2343484,1835-05-01,15.121,1.332,Florence,Italy,44.20N,11.18E
2343485,1835-06-01,18.327,1.944,Florence,Italy,44.20N,11.18E
2343486,1835-07-01,22.584,2.247,Florence,Italy,44.20N,11.18E
2343487,1835-08-01,20.493,1.044,Florence,Italy,44.20N,11.18E
2343488,1835-09-01,16.401,1.6769999999999998,Florence,Italy,44.20N,11.18E
2343489,1835-10-01,10.848,1.378,Florence,Italy,44.20N,11.18E
2343490,1835-11-01,3.1289999999999996,1.308,Florence,Italy,44.20N,11.18E
2343491,1835-12-01,0.242,1.6369999999999998,Florence,Italy,44.20N,11.18E
2343492,1836-01-01,-0.13000000000000034,1.073,Florence,Italy,44.20N,11.18E
2343493,1836-02-01,3.0200000000000005,1.816,Florence,Italy,44.20N,11.18E
2343494,1836-03-01,8.621,1.068,Florence,Italy,44.20N,11.18E
2343495,1836-04-01,9.838,1.048,Florence,Italy,44.20N,11.18E
2343496,1836-05-01,11.745,1.7080000000000002,Florence,Italy,44.20N,11.18E
2343497,1836-06-01,19.352999999999998,1.732,Florence,Italy,44.20N,11.18E
2343498,1836-07-01,22.57,1.489,Florence,Italy,44.20N,11.18E
2343499,1836-08-01,21.394,1.62,Florence,Italy,44.20N,11.18E
2343500,1836-09-01,16.230999999999998,2.713,Florence,Italy,44.20N,11.18E
2343501,1836-10-01,12.685,5.041,Florence,Italy,44.20N,11.18E
2343502,1836-11-01,5.6960000000000015,1.398,Florence,Italy,44.20N,11.18E
2343503,1836-12-01,4.535,3.0580000000000003,Florence,Italy,44.20N,11.18E
2343504,1837-01-01,1.972,2.524,Florence,Italy,44.20N,11.18E
2343505,1837-02-01,2.872,2.278,Florence,Italy,44.20N,11.18E
2343506,1837-03-01,3.713,2.117,Florence,Italy,44.20N,11.18E
2343507,1837-04-01,8.275,1.5719999999999998,Florence,Italy,44.20N,11.18E
2343508,1837-05-01,12.052,2.416,Florence,Italy,44.20N,11.18E
2343509,1837-06-01,20.453,2.26,Florence,Italy,44.20N,11.18E
2343510,1837-07-01,21.097,1.54,Florence,Italy,44.20N,11.18E
2343511,1837-08-01,23.005,1.327,Florence,Italy,44.20N,11.18E
2343512,1837-09-01,16.151,1.535,Florence,Italy,44.20N,11.18E
2343513,1837-10-01,11.442,2.425,Florence,Italy,44.20N,11.18E
